# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MIRLET7BHG	ENSG00000197182	ENST00000381051		0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
MIRLET7BHG	ENSG00000197182	ENST00000435439		0	0	0	15	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	4
MIRLET7BHG	ENSG00000197182	ENST00000443490		0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIRLET7BHG	ENSG00000197182	ENST00000684877		0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MIRLET7BHG	ENSG00000197182	ENST00000686090		0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4
MIRLET7BHG	ENSG00000197182	ENST00000686105		0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MIRLET7BHG	ENSG00000197182	ENST00000686767		0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4
MIRLET7BHG	ENSG00000197182	ENST00000687637		0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIRLET7BHG	ENSG00000197182	ENST00000691934		0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1
MORC2	ENSG00000133422	ENST00000215862	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	6
MORC2	ENSG00000133422	ENST00000397641	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	6
MORC2	ENSG00000133422	ENST00000476152	retained_intron	0	0	0	27	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
MORC2	ENSG00000133422	ENST00000675601	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
MPPED1	ENSG00000186732	ENST00000334209	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000417669	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000443721	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
MRPL40	ENSG00000185608	ENST00000333130	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MRPL40	ENSG00000185608	ENST00000443660	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MRPL40	ENSG00000185608	ENST00000471259	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000355630	protein_coding	1	1	3	28	0	0	0	0	0	0	0	0	29	3	0	1	0	0	0	0	1	0
MRTFA	ENSG00000196588	ENST00000396617	protein_coding	1	0	1	31	0	0	3	0	0	0	0	0	29	1	0	1	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000402042	protein_coding	1	1	3	28	0	0	0	0	0	0	0	0	29	3	0	1	0	0	0	0	1	0
MRTFA	ENSG00000196588	ENST00000402630	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000407029	protein_coding	1	0	1	24	0	0	0	0	0	0	0	0	25	1	0	1	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000463769	protein_coding	0	1	2	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0
MRTFA	ENSG00000196588	ENST00000466278	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000477468	retained_intron	0	0	0	24	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	6
MRTFA	ENSG00000196588	ENST00000614754	protein_coding	1	0	1	24	0	0	0	0	0	0	0	0	25	1	0	1	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000620651	protein_coding	1	0	1	24	0	0	0	0	0	0	0	0	25	1	0	1	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000650658	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000651595	protein_coding	1	1	3	28	0	0	0	0	0	0	0	0	29	3	0	1	0	0	0	0	1	0
MRTFA	ENSG00000196588	ENST00000651694	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MRTFA	ENSG00000196588	ENST00000652095	protein_coding	1	0	1	24	0	0	0	0	0	0	0	0	25	1	0	1	0	0	0	0	0	0
MTATP6P20	ENSG00000237948	ENST00000414147	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MTCO1P20	ENSG00000233764	ENST00000425366	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MTCO2P20	ENSG00000231576	ENST00000437339	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MTCO3P20	ENSG00000225557	ENST00000454926	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MTCYBP34	ENSG00000237129	ENST00000439552	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MTFP1	ENSG00000242114	ENST00000266263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTFP1	ENSG00000242114	ENST00000355143	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTFP1	ENSG00000242114	ENST00000407550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTFP1	ENSG00000242114	ENST00000412752	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTFP1	ENSG00000242114	ENST00000614920	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTFP1	ENSG00000242114	ENST00000629597	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000323630	protein_coding	0	0	0	126	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000333027	protein_coding	0	0	0	128	0	0	0	0	0	0	2	0	120	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000351488	protein_coding	0	0	0	126	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000401950	protein_coding	0	0	0	128	0	0	0	0	0	0	2	0	120	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000406629	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5
MTMR3	ENSG00000100330	ENST00000415511	processed_transcript	0	0	0	124	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000445401	protein_coding	0	0	0	124	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	6
MTMR3	ENSG00000100330	ENST00000480776	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MTMR3	ENSG00000100330	ENST00000487907	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MTMR3	ENSG00000100330	ENST00000495098	processed_transcript	0	0	0	124	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	6
MTND1P10	ENSG00000229088	ENST00000426108	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MYO18B	ENSG00000133454	ENST00000335473	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000407587	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000418374	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000536101	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539302	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539544	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000543971	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Metazoa_SRP	ENSG00000273846	ENST00000617743	misc_RNA	0	0	0	61	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	42
Metazoa_SRP	ENSG00000273866	ENST00000615981	misc_RNA	0	0	0	30	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	16
Metazoa_SRP	ENSG00000275362	ENST00000611762	misc_RNA	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Metazoa_SRP	ENSG00000277385	ENST00000622344	misc_RNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Metazoa_SRP	ENSG00000277950	ENST00000619837	misc_RNA	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000396398	protein_coding	0	0	0	10	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000402937	protein_coding	0	0	0	6	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000403363	protein_coding	0	0	0	6	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000299821	protein_coding	0	5	6	22	0	0	0	0	0	0	0	0	19	6	0	0	0	1	0	0	5	3
NCAPH2	ENSG00000025770	ENST00000395698	protein_coding	0	0	1	32	0	0	0	0	0	0	11	0	18	1	0	0	0	0	0	0	0	3
NCAPH2	ENSG00000025770	ENST00000395701	protein_coding	0	4	5	24	2	0	0	0	0	0	0	0	19	5	0	0	0	0	0	0	4	3
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	0	0	0	25	0	0	0	0	0	0	9	0	13	0	0	0	0	0	0	0	0	3
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	0	5	6	25	0	0	0	0	0	0	3	0	19	6	0	0	0	1	0	0	5	3
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	0	0	0	32	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	3
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	0	0	0	25	0	0	0	0	0	0	8	0	1	0	2	0	0	0	0	0	0	14
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	0	0	0	21	0	0	0	0	0	0	8	0	1	0	2	0	0	0	0	0	0	10
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	0	5	3	9	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	5	9
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	0	0	3	30	0	0	0	0	0	0	9	0	18	3	0	0	0	0	0	0	0	3
NCF4	ENSG00000100365	ENST00000248899	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000397147	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000415063	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000447071	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000650698	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000650827	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NCF4	ENSG00000100365	ENST00000651053	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NCF4-AS1	ENSG00000183822	ENST00000431290		0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
NCF4-AS1	ENSG00000183822	ENST00000619915		0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
NDUFA6	ENSG00000184983	ENST00000470753	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8
NDUFA6	ENSG00000184983	ENST00000617763	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8
NDUFA6-DT	ENSG00000237037	ENST00000417327		0	0	0	28	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000434834		0	0	0	28	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000439129		0	0	0	38	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000451451		0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-DT	ENSG00000237037	ENST00000536447		0	0	0	28	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000547929	retained_intron	0	0	0	13	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	5
NDUFA6-DT	ENSG00000237037	ENST00000595777		0	0	0	28	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000600968		0	0	0	28	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000608643	retained_intron	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-DT	ENSG00000237037	ENST00000608974		0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000609499	retained_intron	0	0	0	13	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	5
NDUFA6-DT	ENSG00000237037	ENST00000609833	retained_intron	0	0	0	13	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	5
NDUFA6-DT	ENSG00000237037	ENST00000610250		0	0	0	13	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	5
NDUFA6-DT	ENSG00000237037	ENST00000617009		0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
NDUFA6-DT	ENSG00000237037	ENST00000617396		0	0	0	13	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	5
NDUFA6-DT	ENSG00000237037	ENST00000621190		0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4
NEFH	ENSG00000100285	ENST00000310624	protein_coding	1	0	4	1	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	1	1	1	96	0	0	0	0	0	0	6	1	87	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000338641	protein_coding	1	0	1	121	13	0	0	0	0	0	0	1	105	1	0	0	0	0	0	0	0	3
NF2	ENSG00000186575	ENST00000353887	protein_coding	1	1	1	120	0	0	0	0	0	0	13	1	104	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000361166	protein_coding	1	0	1	82	3	0	0	0	0	0	10	1	67	1	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361452	protein_coding	1	1	1	120	13	0	0	0	0	0	0	1	104	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000361676	protein_coding	1	1	1	120	0	0	0	0	0	0	13	1	104	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000397789	protein_coding	1	1	1	120	0	0	0	0	0	0	13	1	104	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000403435	protein_coding	1	1	1	96	0	0	0	0	0	0	6	1	87	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000403999	protein_coding	1	1	1	96	1	0	0	0	0	0	6	1	86	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	123	13	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	3
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	0	0	0	126	3	0	0	0	0	0	10	0	105	0	5	0	0	0	0	0	0	3
NF2	ENSG00000186575	ENST00000672461	nonsense_mediated_decay	0	0	0	127	4	0	0	0	0	0	0	0	113	0	7	0	0	0	0	0	0	3
NF2	ENSG00000186575	ENST00000672805	nonsense_mediated_decay	0	0	0	128	5	0	0	0	0	0	10	0	105	0	5	0	0	0	0	0	0	3
NF2	ENSG00000186575	ENST00000672896	protein_coding	1	1	1	120	13	0	0	0	0	0	0	1	104	1	0	0	0	0	0	0	1	3
NF2	ENSG00000186575	ENST00000673312	nonsense_mediated_decay	0	0	0	128	5	0	0	0	0	0	10	0	105	0	5	0	0	0	0	0	0	3
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	0	0	0	50	4	0	0	0	0	0	3	0	43	0	0	0	0	0	0	0	0	0
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000359114	protein_coding	0	0	1	22	3	0	0	0	0	0	12	0	7	1	0	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000438329	nonsense_mediated_decay	0	0	0	23	0	0	0	0	0	0	12	0	10	0	1	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000468597	retained_intron	0	0	0	18	0	0	0	0	0	0	10	0	5	0	3	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000474032	retained_intron	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000484650	retained_intron	0	0	0	18	0	0	0	0	0	0	10	0	7	0	1	0	0	0	0	0	0	0
NOL12	ENSG00000273899	ENST00000493862	processed_transcript	0	0	0	28	0	0	0	0	0	0	12	0	10	0	1	0	0	0	0	0	0	5
NOL12	ENSG00000273899	ENST00000611699	protein_coding	0	0	1	22	0	0	0	0	0	0	12	0	10	1	0	0	0	0	0	0	0	0
NPTXR	ENSG00000221890	ENST00000333039	protein_coding	1	1	1	16	0	0	0	0	0	0	0	0	16	1	0	0	0	0	1	0	1	0
NUP50	ENSG00000093000	ENST00000347635	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000396096	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000407019	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000422489	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000430547	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000469163	retained_intron	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000491860	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NUP50-DT	ENSG00000226328	ENST00000426282		0	0	0	34	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0
NUP50-DT	ENSG00000226328	ENST00000432502		0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
NUP50-DT	ENSG00000226328	ENST00000609284		0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
NUP50-DT	ENSG00000226328	ENST00000665704		0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
ODF3B	ENSG00000177989	ENST00000329363	protein_coding	0	3	0	7	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	1	0
ODF3B	ENSG00000177989	ENST00000401779	protein_coding	0	2	1	7	0	0	0	0	0	0	5	0	4	1	0	0	0	2	0	0	0	0
ODF3B	ENSG00000177989	ENST00000403326	protein_coding	0	3	0	7	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	1	0
ODF3B	ENSG00000177989	ENST00000405135	protein_coding	0	2	1	7	0	0	0	0	0	0	5	0	4	1	0	0	0	2	0	0	0	0
ODF3B	ENSG00000177989	ENST00000428989	protein_coding	0	3	0	7	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	1	0
ODF3B	ENSG00000177989	ENST00000437588	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ODF3B	ENSG00000177989	ENST00000463472	retained_intron	0	0	0	10	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0
ODF3B	ENSG00000177989	ENST00000468249	retained_intron	0	2	0	8	0	0	0	0	0	0	3	0	4	0	3	0	0	2	0	0	0	0
ODF3B	ENSG00000177989	ENST00000469660	retained_intron	0	0	0	10	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0
ODF3B	ENSG00000177989	ENST00000682240	protein_coding	0	3	0	7	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	1	0
OGFRP1	ENSG00000182057	ENST00000332965		0	0	0	34	0	0	0	0	0	0	2	0	15	0	12	0	0	0	0	0	0	5
OGFRP1	ENSG00000182057	ENST00000415205		0	0	0	32	0	0	0	0	0	0	2	0	20	0	6	0	0	0	0	0	0	4
OGFRP1	ENSG00000182057	ENST00000420096		0	0	0	27	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	19
OGFRP1	ENSG00000182057	ENST00000446578		0	0	0	31	0	0	0	0	0	0	6	0	18	0	2	0	0	0	0	0	0	5
OGFRP1	ENSG00000182057	ENST00000609564		0	0	0	36	0	0	0	0	0	0	2	0	20	0	7	0	0	0	0	0	0	7
OLA1P1	ENSG00000213790	ENST00000396387	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	4	3	289	0	0	0	0	0	0	0	0	280	3	0	0	0	0	0	0	4	9
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	0	1	2	227	0	0	0	0	0	0	0	0	219	2	0	0	0	0	0	0	1	8
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	1	2	294	0	0	0	0	0	0	0	0	284	2	0	0	0	0	0	0	1	10
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	1	2	294	0	0	0	0	0	0	0	0	284	2	0	0	0	0	0	0	1	10
OSBP2	ENSG00000184792	ENST00000424224	protein_coding	0	0	1	127	0	0	4	0	0	0	24	0	97	1	0	0	0	0	0	0	0	2
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	0	1	2	44	0	0	0	0	0	0	0	0	44	2	0	0	0	0	0	0	1	0
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	0	2	2	109	0	0	0	0	0	0	0	0	108	2	0	0	0	0	0	0	2	1
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	0	1	2	296	0	0	0	0	0	0	0	0	284	2	0	0	0	0	0	0	1	12
OSBP2	ENSG00000184792	ENST00000445781	protein_coding	0	0	0	222	0	0	0	0	0	0	35	0	179	0	0	0	0	0	0	0	0	8
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	4	3	289	0	0	0	0	0	0	0	0	280	3	0	0	0	0	0	0	4	9
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	0	1	2	44	0	0	0	0	0	0	0	0	40	2	0	0	0	0	0	0	1	4
OSBP2	ENSG00000184792	ENST00000453621	protein_coding	0	1	2	36	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	1	0
OSBP2	ENSG00000184792	ENST00000454145	protein_coding	0	0	1	38	0	0	0	0	0	0	24	0	14	1	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000464341	processed_transcript	0	0	0	140	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	8
OSBP2	ENSG00000184792	ENST00000477355	processed_transcript	0	0	0	183	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	8
OSBP2	ENSG00000184792	ENST00000496367	processed_transcript	0	0	0	171	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	31
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	23
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	0	1	1	45	0	0	1	0	0	0	0	0	44	1	0	0	0	0	0	0	1	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	1	2	80	0	1	4	0	0	0	0	0	68	2	0	0	0	0	0	0	0	8
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	1	2	21	0	1	4	0	0	0	0	0	13	2	0	0	0	0	0	0	0	4
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	1	2	32	0	1	4	0	0	0	0	0	24	2	0	0	0	0	0	0	0	4
